ticker,E_idx,date,example_matched
A,1006,2020-01-02,False
A,1012,2020-01-10,False
A,1017,2020-01-17,False
A,1019,2020-01-22,False
A,1024,2020-01-29,False
A,1123,2020-06-19,False
A,1125,2020-06-23,False
A,1130,2020-06-30,False
A,1133,2020-07-06,False
A,1136,2020-07-09,False
A,1140,2020-07-15,False
A,1146,2020-07-23,False
A,1148,2020-07-27,False
A,1153,2020-08-03,False
A,1161,2020-08-13,False
A,1165,2020-08-19,False
A,1167,2020-08-21,False
A,1170,2020-08-26,False
A,1175,2020-09-02,False
A,1183,2020-09-15,False
A,1195,2020-10-01,False
A,1197,2020-10-05,False
A,1201,2020-10-09,False
A,1206,2020-10-16,False
A,1210,2020-10-22,False
A,1221,2020-11-06,False
A,1227,2020-11-16,False
A,1233,2020-11-24,False
A,1236,2020-11-30,False
A,1240,2020-12-04,False
A,1242,2020-12-08,False
A,1244,2020-12-10,False
A,1250,2020-12-18,False
A,1255,2020-12-28,False
A,1264,2021-01-11,False
A,1270,2021-01-20,False
A,1279,2021-02-02,False
A,1281,2021-02-04,False
A,1287,2021-02-12,False
A,1289,2021-02-17,False
A,1294,2021-02-24,False
A,1322,2021-04-06,False
A,1325,2021-04-09,False
A,1327,2021-04-13,False
A,1330,2021-04-16,False
A,1336,2021-04-26,False
A,1343,2021-05-05,False
A,1345,2021-05-07,False
A,1356,2021-05-24,False
A,1360,2021-05-28,False
A,1364,2021-06-04,False
A,1371,2021-06-15,False
A,1373,2021-06-17,False
A,1377,2021-06-23,False
A,1381,2021-06-29,False
A,1386,2021-07-07,False
A,1388,2021-07-09,False
A,1395,2021-07-20,False
A,1398,2021-07-23,False
A,1403,2021-07-30,False
A,1409,2021-08-09,False
A,1414,2021-08-16,False
A,1424,2021-08-30,False
A,1428,2021-09-03,False
A,1435,2021-09-15,False
A,1437,2021-09-17,False
A,1441,2021-09-23,False
A,1654,2022-07-29,False
A,1657,2022-08-03,False
A,1662,2022-08-10,False
A,1665,2022-08-15,False
A,1667,2022-08-17,False
A,1684,2022-09-12,False
A,1716,2022-10-26,False
A,1718,2022-10-28,False
A,1720,2022-11-01,False
A,1725,2022-11-08,False
A,1728,2022-11-11,False
A,1735,2022-11-22,False
A,1737,2022-11-25,False
A,1741,2022-12-01,False
A,1746,2022-12-08,False
A,1749,2022-12-13,False
A,1760,2022-12-29,False
A,1764,2023-01-05,False
A,1768,2023-01-11,False
A,1775,2023-01-23,False
A,1778,2023-01-26,False
A,1783,2023-02-02,False
A,1790,2023-02-13,False
A,1987,2023-11-24,False
A,1993,2023-12-04,False
A,1995,2023-12-06,False
A,1998,2023-12-11,False
A,2001,2023-12-14,False
A,2004,2023-12-19,False
A,2009,2023-12-27,False
A,2016,2024-01-08,False
A,2025,2024-01-22,False
A,2031,2024-01-30,False
A,2036,2024-02-06,False
A,2044,2024-02-16,False
A,2046,2024-02-21,False
A,2057,2024-03-07,False
A,2067,2024-03-21,False
A,2071,2024-03-27,False
A,2079,2024-04-09,False
A,2102,2024-05-10,False
A,2106,2024-05-16,False
A,2108,2024-05-20,False
A,2195,2024-09-24,False
A,2199,2024-09-30,False
A,2206,2024-10-09,False
A,2210,2024-10-15,False
A,2248,2024-12-09,False
A,2276,2025-01-22,False
A,2283,2025-01-31,False
A,2388,2025-07-03,False
A,2392,2025-07-10,False
A,2402,2025-07-24,False
A,2416,2025-08-13,False
A,2423,2025-08-22,False
A,2428,2025-08-29,False
A,2432,2025-09-05,False
A,2436,2025-09-11,False
A,2439,2025-09-16,False
A,2441,2025-09-18,False
A,2452,2025-10-03,False
A,2467,2025-10-24,False
A,2472,2025-10-31,False
A,2476,2025-11-06,False
A,2480,2025-11-12,False
A,2489,2025-11-25,False
AA,1141,2020-07-16,False
AA,1144,2020-07-21,False
AA,1148,2020-07-27,False
AA,1151,2020-07-30,False
AA,1153,2020-08-03,False
AA,1156,2020-08-06,False
AA,1158,2020-08-10,False
AA,1165,2020-08-19,False
AA,1172,2020-08-28,False
AA,1223,2020-11-10,False
AA,1230,2020-11-19,False
AA,1233,2020-11-24,False
AA,1238,2020-12-02,False
AA,1240,2020-12-04,False
AA,1244,2020-12-10,False
AA,1249,2020-12-17,False
AA,1253,2020-12-23,False
AA,1255,2020-12-28,False
AA,1262,2021-01-07,False
AA,1265,2021-01-12,False
AA,1267,2021-01-14,False
AA,1294,2021-02-24,False
AA,1299,2021-03-03,False
AA,1305,2021-03-11,False
AA,1309,2021-03-17,False
AA,1316,2021-03-26,False
AA,1318,2021-03-30,False
AA,1326,2021-04-12,False
AA,1328,2021-04-14,False
